,rating,reviews
23,"[('5', '128'), ('4', '95'), ('3', '39'), ('2', '13'), ('1', '10')]","[('778327940', ' December 2020', 'The most ridiculous place ever. We are 2 couples with a prozentbuch voucher per couple. I wanted to make a reservation for the 4 of us with 2 vouchers. I was gobsmacked when I was told that we can use 1 voucher per table. If...', None), ('775769407', ' October 2020', 'Ordered a lot of times with delivery and the food is really delicious. True Thai and always prepare the requested spiciness. Love their Tom Yam and also curries are very tasty.', '2'), ('775344711', ' October 2020', 'Seafood and Pad Thai is the best. I love Spicy foods. This restaurant I like because this inside in the Marriott Hotel.', '1'), ('774852836', ' October 2020', 'Definitely the best Thai I have had in Switzerland. Very pricey, but you get what you paid for. We had the red duck curry with a couple of rices, as well as the fish cakes and was amazing. My girlfriend said it was the best...', None), ('773197956', ' October 2020', ""Ihave been under the label's MARRIOT WCH IS AGREAT NAMED,it was3 minutes before closing the middle day shift i have asked for something original from Thai food just like back home service staff were really friendly \nThe test were realy horrible i understand the cook..."", None), ('773061266', ' October 2020', 'While staying at a nearby hotel we ordered takeaway from here. Pad Thai, Red Curry, Chicken satay were all good and authentic. Service was also quick in the preparation 15 minutes from order to pickup. Price was relatively expensive.', '2'), ('771982660', ' September 2020', 'For the second time in my life I visit a Thai restaurant and I am very happy. The food was very tasty and the service was very good. Prices were a bit high but this is normal for Zurich. The restaurant is located in Marriott...', '2'), ('758826397', ' July 2020', 'The food was reaaly bad, not even as close for the price which is really high even for Zurich. You pay mostly because it’s in Mariott hotel. I don’t recomand it. There are so many better thai alternatives in Zurich.', None), ('750429782', ' February 2020', 'The welcome was very friendly, as was the service. The food was extremely fresh and tasty and quite authentic. But everything comes with the Zurich surcharge and probably with a surcharge as the restaurant is part of an international hotel chain.', '1'), ('750197310', ' March 2020', 'My wife and I never have fun do in the night we had an amazing dinner without an extraordinary service by juan David', None)]"
24,"[('5', '1'), ('4', '2'), ('3', '7'), ('2', '6'), ('1', '1')]","[('539519571', ' October 2017', 'eaten here both in store and at home many times the last few months and the food has always been good and plenty of it (very tasty pies). The service in the stratford food court is quick, polite and excellent (some of the best in...', None), ('529565156', ' October 2017', 'I was here today for lunch, the two pies we had would have been tasty if they had been a little warmer as for the chips well dont get me started, cold ,they tasted like they were cooked yesterday, also cold gravy, my cup of...', '1'), ('509348614', ' August 2017', 'A range of pies are available, had a classic pie meal which includes two veg- chose sweet potato and mushy peas. \nService was fast and staff very helpful.\n\nEnjoyed meal and pie was good, but filling on the thin side - chicken and mushroom.\n\nQueue...', None), ('482919433', ' May 2017', 'Square Pie is one of the food offerings at the Food Court at Stratford Westfield. It does make a change to find a place actually serving British food too - all the other offerings there are a plethora of food from all around the world,...', None), ('482384983', ' April 2017', 'We ate here a few times.......I love my pies and cant really get them in the USA. The pies here are average and some better than other. I found the steak and kidney had carrots in and was a bit dry. I tried some of...', None), ('461392379', ' February 2017', ""For a start it's pretty damn expensive for what it is! We ordered 2 chicken and bacon pies and ended up being given chicken and mushroom, and after taking them back to explain they were wrong we were given a falsely advertised pie, when you..."", None), ('458893193', ' February 2017', 'I have frequented Square Pie since I lived in London.  Their Spitalfields and Canary Wharf (no closed) locations seemed to be of much better quality.\n\nMeal was edible but the usual variety was lacking and the pies seemed to have been sitting for a while....', None), ('440439706', ' November 2016', 'I went there twice first time was very disappointing I got the steak and kidney......had plenty of carrots no kidney. I went back another day to ask why was there carrots in the steak and kidney and they said that what they put in there....', None), ('410534925', ' August 2016', 'Was down here for the football and thought we would grab a pie before the match, I ordered a Steak and Kidney Pie and chips and whilst the pastry was quite nice the pie had very little kidney, but did have come carrots? First time...', None), ('402169658', ' August 2016', ""Had a very nice curry pie not to bad chips quite nice gravy the staff were kept busy and we're great under a very hectic time not high on my list of places to eat but if I was at Stratford again I'd stick to..."", None)]"
25,"[('5', '2'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]",[]
26,"[('5', '1'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('389447069', ' July 2016', ""I come here every time I'm in the market to buy tapas. They are delicious and after a few I could end up quite full. My favorite is the Carne Mechada."", None)]"
27,[],[]
28,"[('5', '1'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('116995527', ' August 2011', 'Great service and fast, excellent quality very clean and not expensive', None)]"
29,"[('5', '2'), ('4', '1'), ('3', '5'), ('2', '1'), ('1', '7')]",[]
30,"[('5', '3'), ('4', '3'), ('3', '0'), ('2', '0'), ('1', '2')]","[('714412839', ' September 2019', 'Super staff , great environment, lots of locals use it, always a great sign. Comprehensive menu with gorgeous homemade burgers which we devoured followed by delicious deserts!', None), ('687872939', ' July 2019', 'Large plates, also for the kids. Choice between burgers, some pasta dishes, mezze... Inside or outside.', None), ('676625105', ' May 2019', 'I went for brunch with my daughter. Unlike many other places, Cafe Phenix has a buffet for brunch, allowing customers to choose their own selection and portions. The marinated mushrooms were spicy yet tasty, and the eggs cooked perfectly. We sat “outside” in a tent...', '1'), ('508537541', ' August 2017', ""We visited this cafe twice. Our first experience was pleasant and we stayed for one drink. We decided to return on a Thursday night to avail of their 'happy hour' offer in relation to two cocktails for 100 kroner. Unfortunately, we were overcharged for our..."", None), ('499479980', ' June 2017', 'We stopped towards the end of the Wednesday buffet time on our way to the aquarium.  There was no overwhelming crowd as described by a previous reviewer and it was 125 KR. It is steps from Oresund metro.  Anyway, we found the buffet to be...', None), ('477538854', ' April 2017', ""I wasn't prepared for a great meal, but we had just got into our hotel round the corner and wanted a hot dinner. The pasta marinara was amazing; at least 20 mussels, 10 large prawns and 2 pieces of grilled salmon on a bed of..."", None), ('466518574', ' March 2017', 'The Brunch Buffet is wastly advertised outside on this cafe close to trendy Aamger Strand, and at DKK 149,- including coffee/juice its an agressive price. However, this sunday noon (1200am) it is more like a battlefield than a couzy café: The buffet is right inside...', None), ('437649618', ' October 2016', 'You readers may not benefit from this review because it is mostly in a residential area. You may be staying at a hotel. I stayed here overnight for a long layover and picked a room to stay nearby. This was the most immediate place to...', '1')]"
31,[],[]
32,"[('5', '1'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('322100325', ' June 2015', 'Me and my boyfriend lived for one month in Budapest. Once we found this little Chinese jewel, it became our absolute favorite! Absolutely everything we ate there was delicious and it was as cheap as 700 forints (2 euros) and never costed more than 1200...', None)]"
33,"[('5', '0'), ('4', '2'), ('3', '1'), ('2', '0'), ('1', '1')]",[]
34,"[('5', '4'), ('4', '0'), ('3', '0'), ('2', '0'), ('1', '0')]","[('455322828', ' January 2017', 'Strongly suggest this pizzeria for the variety of pizza they offer (also to take away), the quality, and the great price!', None), ('393580076', ' July 2016', 'Wow truly the best Pizza we have ever tasted, so delicious, so tasty and so fresh.   Get to taste a wide variety of pizza toppings of a crispy base... everytime a new pizza came out the oven we wanted to try it but we were...', None), ('349728741', ' April 2015', 'This restaurant is masters in pizzas of all sorts ; The romans  and tourists enjoy small snacks and savouring a favourite pizza at all moment; This pizzas are very good.', '1'), ('266645285', None, 'Very good pizza: we tried a little bit of each and and they were all fantastic! \n\nWe will definitely go for them again before the end of our Journey.', None)]"
